學校代碼,學校名稱,科系代碼,科系名稱,日間∕進修別,等級別,一年級男生,一年級女生,二年級男生,二年級女生,三年級男生,三年級女生,四年級男生,四年級女生,五年級男生,五年級女生,六年級男生,六年級女生,七年級男生,七年級女生,延修生男生,延修生女生,縣市名稱,體系別
0005,國立成功大學,230303,工業設計學系,N 職,M 碩士,5,8,7,3,7,4,5,4,2,2,0,0,0,0,0,0,21 臺南市,1 一般
0005,國立成功大學,310101,經濟學系,D 日,M 碩士,9,6,8,5,2,0,1,0,0,0,0,0,0,0,0,0,21 臺南市,1 一般
0005,國立成功大學,310101,經濟學系,D 日,B 學士,31,33,29,34,32,38,25,46,0,0,0,0,0,0,5,6,21 臺南市,1 一般
0005,國立成功大學,310109,政治經濟研究所,D 日,D 博士,3,1,0,2,0,2,0,1,0,1,1,0,0,0,0,0,21 臺南市,1 一般
0005,國立成功大學,310109,政治經濟研究所,D 日,M 碩士,4,8,2,7,3,6,2,3,0,0,0,0,0,0,0,0,21 臺南市,1 一般
0005,國立成功大學,310109,政治經濟研究所,N 職,M 碩士,5,13,3,12,4,6,3,2,1,0,0,0,0,0,0,0,21 臺南市,1 一般
0005,國立成功大學,310201,政治學系,D 日,B 學士,19,43,26,35,13,46,19,32,0,0,0,0,0,0,6,7,21 臺南市,1 一般
0005,國立成功大學,310501,心理學系,D 日,M 碩士,5,8,5,8,3,4,0,3,0,0,0,0,0,0,0,0,21 臺南市,1 一般
0005,國立成功大學,310501,心理學系,D 日,B 學士,20,41,25,44,22,31,28,34,0,0,0,0,0,0,13,5,21 臺南市,1 一般
0005,國立成功大學,310511,行為醫學研究所,D 日,M 碩士,4,7,4,7,2,7,2,1,0,0,0,0,0,0,0,0,21 臺南市,1 一般
0005,國立成功大學,340201,會計學系,D 日,D 博士,0,2,0,1,0,0,0,0,2,1,0,0,0,1,0,0,21 臺南市,1 一般
0005,國立成功大學,340201,會計學系,D 日,M 碩士,11,27,15,19,2,4,1,1,0,0,0,0,0,0,0,0,21 臺南市,1 一般
0005,國立成功大學,340201,會計學系,D 日,B 學士,32,31,30,41,22,43,15,51,0,0,0,0,0,0,4,4,21 臺南市,1 一般
0005,國立成功大學,340301,企業管理學系,D 日,D 博士,0,0,1,3,0,1,0,3,1,0,0,1,3,3,0,0,21 臺南市,1 一般
0005,國立成功大學,340301,企業管理學系,D 日,M 碩士,14,28,24,24,1,4,2,0,0,0,0,0,0,0,0,0,21 臺南市,1 一般
0005,國立成功大學,340301,企業管理學系,D 日,B 學士,21,38,33,27,26,34,31,35,0,0,0,0,0,0,10,5,21 臺南市,1 一般
0005,國立成功大學,340301,企業管理學系,N 職,M 碩士,15,18,13,21,6,3,4,1,1,1,0,0,0,0,0,0,21 臺南市,1 一般
0005,國立成功大學,340303,經營管理碩士學位學程(AMBA),D 日,M 碩士,6,10,5,15,1,3,2,0,0,0,0,0,0,0,0,0,21 臺南市,1 一般
0005,國立成功大學,340307,國際企業研究所,D 日,D 博士,1,1,0,0,1,1,1,1,0,0,1,0,0,0,0,0,21 臺南市,1 一般
0005,國立成功大學,340307,國際企業研究所,D 日,M 碩士,10,20,7,19,2,7,0,1,0,0,0,0,0,0,0,0,21 臺南市,1 一般
0005,國立成功大學,340310,國際經營管理研究所(IMBA),D 日,D 博士,1,2,3,0,1,1,2,0,0,1,0,1,1,0,0,0,21 臺南市,1 一般
0005,國立成功大學,340310,國際經營管理研究所(IMBA),D 日,M 碩士,26,23,18,22,7,3,0,0,0,0,0,0,0,0,0,0,21 臺南市,1 一般
0005,國立成功大學,340310,國際經營管理研究所(IMBA),N 職,M 碩士,9,13,2,10,9,8,4,1,2,0,0,0,0,0,0,0,21 臺南市,1 一般
0005,國立成功大學,340501,財務金融研究所,D 日,D 博士,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,21 臺南市,1 一般
0005,國立成功大學,340501,財務金融研究所,D 日,M 碩士,8,13,13,13,0,2,0,1,0,0,0,0,0,0,0,0,21 臺南市,1 一般
0005,國立成功大學,340501,財務金融研究所,N 職,M 碩士,11,39,18,28,7,10,7,3,3,0,0,0,0,0,0,0,21 臺南市,1 一般
0005,國立成功大學,349908,工業與資訊管理學系,D 日,D 博士,2,0,4,0,4,1,0,2,1,1,3,1,2,0,0,0,21 臺南市,1 一般
0005,國立成功大學,349908,工業與資訊管理學系,D 日,M 碩士,26,14,25,16,3,5,0,0,0,0,0,0,0,0,0,0,21 臺南市,1 一般
0005,國立成功大學,349908,工業與資訊管理學系,D 日,B 學士,31,28,29,30,40,21,43,17,0,0,0,0,0,0,6,3,21 臺南市,1 一般
0005,國立成功大學,349908,工業與資訊管理學系,N 職,M 碩士,22,15,22,12,10,1,5,0,2,2,0,0,0,0,0,0,21 臺南市,1 一般
0005,國立成功大學,349926,電信管理研究所,D 日,M 碩士,7,8,7,7,4,4,0,0,0,0,0,0,0,0,0,0,21 臺南市,1 一般
0005,國立成功大學,349939,高階管理碩士在職專班(EMBA),N 職,M 碩士,56,30,55,31,10,13,5,1,1,1,0,0,0,0,0,0,21 臺南市,1 一般
0005,國立成功大學,380101,法律學系,D 日,D 博士,2,2,2,1,2,2,6,0,3,0,1,0,1,0,0,0,21 臺南市,1 一般
0005,國立成功大學,380101,法律學系,D 日,M 碩士,21,32,15,31,22,23,10,18,0,0,0,0,0,0,0,0,21 臺南市,1 一般
0005,國立成功大學,380101,法律學系,D 日,B 學士,21,42,31,41,23,48,26,45,0,0,0,0,0,0,7,11,21 臺南市,1 一般
0005,國立成功大學,420103,生命科學系,D 日,D 博士,3,1,3,4,2,1,1,0,4,1,1,1,0,2,0,0,21 臺南市,1 一般
0005,國立成功大學,420103,生命科學系,D 日,M 碩士,8,14,15,13,5,4,1,2,0,0,0,0,0,0,0,0,21 臺南市,1 一般
0005,國立成功大學,420103,生命科學系,D 日,B 學士,37,17,32,22,24,21,26,13,0,0,0,0,0,0,3,1,21 臺南市,1 一般
0005,國立成功大學,420114,熱帶植物科學研究所,D 日,M 碩士,3,5,3,5,2,1,0,0,0,0,0,0,0,0,0,0,21 臺南市,1 一般
0005,國立成功大學,420302,生物科技研究所,D 日,D 博士,1,1,2,2,0,0,2,3,0,0,3,3,2,3,0,0,21 臺南市,1 一般
0005,國立成功大學,420302,生物科技研究所,D 日,M 碩士,9,14,9,9,2,5,1,1,0,0,0,0,0,0,0,0,21 臺南市,1 一般
0005,國立成功大學,420326,生物科技與產業科學系,D 日,B 學士,27,7,20,9,0,0,0,0,0,0,0,0,0,0,0,0,21 臺南市,1 一般
0005,國立成功大學,420402,微生物及免疫學研究所,D 日,M 碩士,6,21,15,10,5,3,0,0,0,0,0,0,0,0,0,0,21 臺南市,1 一般
0005,國立成功大學,420501,生物化學暨分子生物學研究所,D 日,M 碩士,10,15,10,11,1,4,1,0,0,0,0,0,0,0,0,0,21 臺南市,1 一般
0005,國立成功大學,420601,生物資訊與訊息傳遞研究所,D 日,D 博士,1,0,0,2,2,0,0,4,0,3,0,1,1,2,0,0,21 臺南市,1 一般
0005,國立成功大學,420601,生物資訊與訊息傳遞研究所,D 日,M 碩士,4,6,6,5,0,0,0,0,0,0,0,0,0,0,0,0,21 臺南市,1 一般
0005,國立成功大學,429906,跨領域神經科學國際博士學位學程,D 日,D 博士,2,3,5,2,0,0,0,0,0,0,0,0,0,0,0,0,21 臺南市,1 一般
0005,國立成功大學,440101,化學系,D 日,D 博士,1,1,2,0,2,2,2,0,2,1,6,3,3,2,0,0,21 臺南市,1 一般
0005,國立成功大學,440101,化學系,D 日,M 碩士,35,17,35,19,7,1,1,0,0,0,0,0,0,0,0,0,21 臺南市,1 一般
0005,國立成功大學,440101,化學系,D 日,B 學士,35,20,50,13,30,21,42,16,0,0,0,0,0,0,15,0,21 臺南市,1 一般
0005,國立成功大學,440201,地球科學系,D 日,D 博士,0,0,3,1,1,3,3,1,1,2,3,0,0,1,0,0,21 臺南市,1 一般
0005,國立成功大學,440201,地球科學系,D 日,M 碩士,19,4,12,8,5,3,3,2,0,0,0,0,0,0,0,0,21 臺南市,1 一般
0005,國立成功大學,440201,地球科學系,D 日,B 學士,44,11,23,13,28,12,35,7,0,0,0,0,0,0,11,1,21 臺南市,1 一般
0005,國立成功大學,440201,地球科學系,N 職,M 碩士,4,2,4,2,3,2,4,2,1,0,0,0,0,0,0,0,21 臺南市,1 一般
0005,國立成功大學,440301,物理學系,D 日,D 博士,6,2,6,0,4,0,6,2,4,0,5,0,2,2,0,0,21 臺南市,1 一般
0005,國立成功大學,440301,物理學系,D 日,M 碩士,43,3,29,3,5,0,1,0,0,0,0,0,0,0,0,0,21 臺南市,1 一般
0005,國立成功大學,440301,物理學系－光電科學組,D 日,B 學士,10,1,10,2,12,0,6,2,0,0,0,0,0,0,3,0,21 臺南市,1 一般
0005,國立成功大學,440301,物理學系－物理組,D 日,B 學士,30,4,32,7,41,5,31,3,0,0,0,0,0,0,9,2,21 臺南市,1 一般
0005,國立成功大學,440306,太空與電漿科學研究所,D 日,D 博士,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,21 臺南市,1 一般
0005,國立成功大學,440306,太空與電漿科學研究所,D 日,M 碩士,8,0,8,3,5,1,6,0,0,0,0,0,0,0,0,0,21 臺南市,1 一般
0005,國立成功大學,440509,海洋科技與事務研究所,D 日,D 博士,1,0,2,0,2,1,2,1,2,0,2,0,0,0,0,0,21 臺南市,1 一般
0005,國立成功大學,440509,海洋科技與事務研究所,D 日,M 碩士,5,5,5,2,0,0,0,1,0,0,0,0,0,0,0,0,21 臺南市,1 一般
0005,國立成功大學,449909,自然災害減災及管理國際碩士學位學程,D 日,M 碩士,4,5,7,4,1,0,0,0,0,0,0,0,0,0,0,0,21 臺南市,1 一般
0005,國立成功大學,460101,數學系,D 日,D 博士,2,0,3,0,1,2,1,0,0,0,3,0,2,0,0,0,21 臺南市,1 一般
0005,國立成功大學,460101,數學系,D 日,M 碩士,19,5,12,5,10,2,4,2,0,0,0,0,0,0,0,0,21 臺南市,1 一般
0005,國立成功大學,460101,數學系,D 日,B 學士,43,15,33,11,31,10,34,11,0,0,0,0,0,0,12,0,21 臺南市,1 一般
0005,國立成功大學,460201,統計學系,D 日,D 博士,1,1,0,0,0,2,2,0,0,0,0,0,0,0,0,0,21 臺南市,1 一般
0005,國立成功大學,460201,統計學系,D 日,M 碩士,6,15,8,15,3,0,2,0,0,0,0,0,0,0,0,0,21 臺南市,1 一般
0005,國立成功大學,460201,統計學系,D 日,B 學士,30,24,32,25,33,27,29,20,0,0,0,0,0,0,5,3,21 臺南市,1 一般
0005,國立成功大學,480109,資訊管理研究所,D 日,D 博士,1,0,0,1,2,1,0,1,2,0,3,1,1,2,0,0,21 臺南市,1 一般
0005,國立成功大學,480109,資訊管理研究所,D 日,M 碩士,14,10,18,5,1,0,0,0,0,0,0,0,0,0,0,0,21 臺南市,1 一般
0005,國立成功大學,480531,多媒體系統與智慧型運算工程博士學位學程,D 日,D 博士,2,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,21 臺南市,1 一般
0005,國立成功大學,520101,電機工程學系,D 日,D 博士,21,1,14,1,21,1,16,0,24,0,23,1,22,3,0,0,21 臺南市,1 一般
0005,國立成功大學,520101,電機工程學系,D 日,M 碩士,161,31,156,26,55,4,8,0,0,0,0,0,0,0,0,0,21 臺南市,1 一般
0005,國立成功大學,520101,電機工程學系,D 日,B 學士,122,27,143,18,134,14,124,12,0,0,0,0,0,0,22,1,21 臺南市,1 一般
0005,國立成功大學,520101,電機工程學系,N 職,M 碩士,16,0,13,0,19,1,13,0,7,0,0,0,0,0,0,0,21 臺南市,1 一般
0005,國立成功大學,520103,微電子工程研究所,D 日,D 博士,3,2,14,1,6,1,11,0,11,1,6,2,3,0,0,0,21 臺南市,1 一般
0005,國立成功大學,520103,微電子工程研究所,D 日,M 碩士,50,4,51,5,2,0,0,0,0,0,0,0,0,0,0,0,21 臺南市,1 一般
0005,國立成功大學,520106,光電科學與工程學系,D 日,D 博士,5,1,12,1,8,2,7,1,6,1,2,1,6,1,0,0,21 臺南市,1 一般
0005,國立成功大學,520106,光電科學與工程學系,D 日,M 碩士,56,9,57,10,9,3,2,0,0,0,0,0,0,0,0,0,21 臺南市,1 一般
0005,國立成功大學,520106,光電科學與工程學系,D 日,B 學士,47,6,42,7,36,11,47,4,0,0,0,0,0,0,12,1,21 臺南市,1 一般
0005,國立成功大學,520114,資訊工程學系,D 日,D 博士,6,3,6,2,11,1,6,2,6,2,5,1,11,1,0,0,21 臺南市,1 一般
0005,國立成功大學,520114,資訊工程學系,D 日,M 碩士,88,26,94,19,22,6,6,1,0,0,0,0,0,0,0,0,21 臺南市,1 一般
0005,國立成功大學,520114,資訊工程學系,D 日,B 學士,72,32,95,28,82,27,80,18,0,0,0,0,0,0,26,1,21 臺南市,1 一般
0005,國立成功大學,520168,電腦與通信工程研究所,D 日,D 博士,2,0,3,0,6,0,10,0,4,1,11,0,12,0,0,0,21 臺南市,1 一般
0005,國立成功大學,520168,電腦與通信工程研究所,D 日,M 碩士,84,10,79,17,32,0,11,1,0,0,0,0,0,0,0,0,21 臺南市,1 一般
0005,國立成功大學,520169,製造資訊與系統研究所,D 日,D 博士,5,2,5,2,2,1,0,0,3,2,3,3,3,0,0,0,21 臺南市,1 一般
0005,國立成功大學,520169,製造資訊與系統研究所,D 日,M 碩士,16,10,22,2,5,1,3,2,0,0,0,0,0,0,0,0,21 臺南市,1 一般
0005,國立成功大學,520174,奈米積體電路工程博士學位學程,D 日,D 博士,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21 臺南市,1 一般
0005,國立成功大學,520174,奈米積體電路工程碩士學位學程,D 日,M 碩士,15,4,11,3,0,2,0,0,0,0,0,0,0,0,0,0,21 臺南市,1 一般
0005,國立成功大學,520188,電機工程學系微波元件產業碩士專班,D 日,M 碩士,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21 臺南市,1 一般
0005,國立成功大學,520188,電機工程學系電力電子產業碩士專班,D 日,M 碩士,6,0,8,0,0,0,1,0,0,0,0,0,0,0,0,0,21 臺南市,1 一般
0005,國立成功大學,520188,電機工程學系電子材料與元件產業碩士專班,D 日,M 碩士,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,21 臺南市,1 一般
0005,國立成功大學,520188,電機工程學系電機設計與驅動產業碩士專班,D 日,M 碩士,14,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,21 臺南市,1 一般
0005,國立成功大學,520188,電機工程學系積體電路設計與製程開發產業碩士專班,D 日,M 碩士,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21 臺南市,1 一般
0005,國立成功大學,520201,機械工程學系,D 日,D 博士,15,1,11,1,8,1,3,1,5,0,5,0,7,0,0,0,21 臺南市,1 一般
0005,國立成功大學,520201,機械工程學系,D 日,M 碩士,144,17,153,13,20,0,1,0,0,0,0,0,0,0,0,0,21 臺南市,1 一般
0005,國立成功大學,520201,機械工程學系,D 日,B 學士,140,17,138,20,154,17,139,18,0,0,0,0,0,0,38,1,21 臺南市,1 一般
0005,國立成功大學,520205,航空太空工程學系,D 日,D 博士,11,0,6,0,5,0,6,1,5,1,7,2,11,0,0,0,21 臺南市,1 一般
0005,國立成功大學,520205,航空太空工程學系,D 日,M 碩士,101,15,85,14,14,0,1,0,0,0,0,0,0,0,0,0,21 臺南市,1 一般
0005,國立成功大學,520205,航空太空工程學系,D 日,B 學士,44,9,59,12,56,10,51,8,0,0,0,0,0,0,13,0,21 臺南市,1 一般
0005,國立成功大學,520205,航空太空工程學系,N 職,M 碩士,10,3,15,1,4,0,2,1,4,0,0,0,0,0,0,0,21 臺南市,1 一般
0005,國立成功大學,520228,系統及船舶機電工程學系,D 日,D 博士,5,0,1,0,4,0,2,0,1,0,2,0,3,0,0,0,21 臺南市,1 一般
0005,國立成功大學,520228,系統及船舶機電工程學系,D 日,M 碩士,36,5,37,4,8,0,3,0,0,0,0,0,0,0,0,0,21 臺南市,1 一般
0005,國立成功大學,520228,系統及船舶機電工程學系,D 日,B 學士,45,6,45,7,42,7,42,6,0,0,0,0,0,0,4,1,21 臺南市,1 一般
0005,國立成功大學,520301,土木工程學系,D 日,D 博士,5,0,8,0,5,1,4,0,6,0,2,1,7,0,0,0,21 臺南市,1 一般
0005,國立成功大學,520301,土木工程學系,D 日,M 碩士,85,29,82,26,10,1,2,0,0,0,0,0,0,0,0,0,21 臺南市,1 一般
0005,國立成功大學,520301,土木工程學系,D 日,B 學士,88,24,89,23,90,23,82,19,0,0,0,0,0,0,17,1,21 臺南市,1 一般
0005,國立成功大學,520301,土木工程學系,N 職,M 碩士,9,5,16,0,5,0,7,0,4,0,0,0,0,0,0,0,21 臺南市,1 一般
0005,國立成功大學,520401,化學工程學系,D 日,D 博士,9,3,10,0,6,2,1,1,4,1,5,0,7,0,0,0,21 臺南市,1 一般
0005,國立成功大學,520401,化學工程學系,D 日,M 碩士,82,31,62,47,6,2,2,0,0,0,0,0,0,0,0,0,21 臺南市,1 一般
0005,國立成功大學,520401,化學工程學系,D 日,B 學士,94,42,108,27,101,35,103,26,0,0,0,0,0,0,21,1,21 臺南市,1 一般
0005,國立成功大學,520502,材料科學及工程學系,D 日,D 博士,3,1,8,0,8,3,4,3,10,2,7,0,15,1,0,0,21 臺南市,1 一般
0005,國立成功大學,520502,材料科學及工程學系－奈微科技博士班,D 日,D 博士,2,0,2,0,1,0,3,0,1,0,3,0,5,0,0,0,21 臺南市,1 一般
0005,國立成功大學,520502,材料科學及工程學系,D 日,M 碩士,89,24,85,21,14,2,4,1,0,0,0,0,0,0,0,0,21 臺南市,1 一般
0005,國立成功大學,520502,材料科學及工程學系,D 日,B 學士,60,23,68,16,58,20,63,19,0,0,0,0,0,0,13,1,21 臺南市,1 一般
0005,國立成功大學,520513,資源工程學系,D 日,D 博士,5,4,10,2,5,0,3,2,10,1,3,2,1,2,0,0,21 臺南市,1 一般
0005,國立成功大學,520513,資源工程學系,D 日,M 碩士,24,17,32,7,1,1,0,0,0,0,0,0,0,0,0,0,21 臺南市,1 一般
0005,國立成功大學,520513,資源工程學系,D 日,B 學士,36,18,33,12,40,16,38,18,0,0,0,0,0,0,4,4,21 臺南市,1 一般
0005,國立成功大學,520524,尖端材料國際碩士學位學程,D 日,M 碩士,5,8,5,10,0,0,0,0,0,0,0,0,0,0,0,0,21 臺南市,1 一般
0005,國立成功大學,520802,測量及空間資訊學系,D 日,D 博士,5,0,2,0,5,0,3,0,4,1,1,0,3,0,0,0,21 臺南市,1 一般
0005,國立成功大學,520802,測量及空間資訊學系,D 日,M 碩士,16,11,17,8,3,1,0,3,0,0,0,0,0,0,0,0,21 臺南市,1 一般
0005,國立成功大學,520802,測量及空間資訊學系,D 日,B 學士,37,17,32,15,37,12,29,21,0,0,0,0,0,0,9,1,21 臺南市,1 一般
0005,國立成功大學,520901,環境工程學系,D 日,D 博士,3,0,3,0,3,1,3,1,3,1,2,2,2,3,0,0,21 臺南市,1 一般
0005,國立成功大學,520901,環境工程學系,D 日,M 碩士,25,25,28,14,1,3,1,0,0,0,0,0,0,0,0,0,21 臺南市,1 一般
0005,國立成功大學,520901,環境工程學系,D 日,B 學士,33,17,40,20,36,20,32,24,0,0,0,0,0,0,2,0,21 臺南市,1 一般
0005,國立成功大學,521002,水利及海洋工程學系,D 日,D 博士,6,4,5,0,5,1,6,0,4,0,2,0,7,0,0,0,21 臺南市,1 一般
0005,國立成功大學,521002,水利及海洋工程學系,D 日,M 碩士,32,16,34,10,5,0,2,2,0,0,0,0,0,0,0,0,21 臺南市,1 一般
0005,國立成功大學,521002,水利及海洋工程學系,D 日,B 學士,50,7,43,5,41,11,43,10,0,0,0,0,0,0,4,4,21 臺南市,1 一般
0005,國立成功大學,521002,水利及海洋工程學系,N 職,M 碩士,11,1,7,2,5,0,5,0,1,1,0,0,0,0,0,0,21 臺南市,1 一般
0005,國立成功大學,521108,生物醫學工程學系,D 日,D 博士,7,2,8,2,5,2,6,0,9,3,8,3,4,4,0,0,21 臺南市,1 一般
0005,國立成功大學,521108,生物醫學工程學系,D 日,M 碩士,30,15,27,9,7,10,4,3,0,0,0,0,0,0,0,0,21 臺南市,1 一般
0005,國立成功大學,521108,生物醫學工程學系,D 日,B 學士,19,16,24,11,16,16,16,11,0,0,0,0,0,0,2,2,21 臺南市,1 一般
0005,國立成功大學,521302,工程科學系,D 日,D 博士,5,2,6,0,3,2,3,0,7,1,6,1,3,1,0,0,21 臺南市,1 一般
0005,國立成功大學,521302,工程科學系,D 日,M 碩士,67,18,72,7,14,2,4,0,0,0,0,0,0,0,0,0,21 臺南市,1 一般
0005,國立成功大學,521302,工程科學系,D 日,B 學士,50,6,46,14,45,11,45,10,0,0,0,0,0,0,10,1,21 臺南市,1 一般
0005,國立成功大學,521302,工程科學系,N 職,M 碩士,24,8,22,4,16,4,11,0,4,0,0,0,0,0,0,0,21 臺南市,1 一般
0005,國立成功大學,521304,工程管理碩士在職專班,N 職,M 碩士,32,6,25,11,29,8,10,1,3,0,0,0,0,0,0,0,21 臺南市,1 一般
0005,國立成功大學,521309,能源國際學士學位學程,D 日,B 學士,22,11,20,10,15,10,21,8,0,0,0,0,0,0,0,0,21 臺南市,1 一般
0005,國立成功大學,580101,建築學系,D 日,D 博士,10,4,2,2,9,5,7,4,7,3,4,5,8,3,0,0,21 臺南市,1 一般
0005,國立成功大學,580101,建築學系,D 日,M 碩士,28,43,32,28,13,18,5,6,0,0,0,0,0,0,0,0,21 臺南市,1 一般
0005,國立成功大學,580101,建築學系,D 日,B 學士,31,21,31,29,0,0,0,0,0,0,0,0,0,0,0,0,21 臺南市,1 一般
0005,國立成功大學,580101,建築學系－建築工程組,D 日,B 學士,0,0,0,0,8,13,9,6,0,0,0,0,0,0,9,9,21 臺南市,1 一般
0005,國立成功大學,580101,建築學系－建築設計組,D 日,B 學士,0,0,0,0,21,18,18,25,15,17,0,0,0,0,9,5,21 臺南市,1 一般
0005,國立成功大學,580101,建築學系,N 職,M 碩士,9,3,7,5,7,2,6,4,3,3,0,0,0,0,0,0,21 臺南市,1 一般
0005,國立成功大學,580301,都市計劃學系,D 日,D 博士,2,0,0,4,1,0,2,1,0,3,1,1,1,1,0,0,21 臺南市,1 一般
0005,國立成功大學,580301,都市計劃學系,D 日,M 碩士,15,23,14,30,6,8,6,4,0,0,0,0,0,0,0,0,21 臺南市,1 一般
0005,國立成功大學,580301,都市計劃學系,D 日,B 學士,26,31,20,22,17,29,24,24,0,0,0,0,0,0,7,2,21 臺南市,1 一般
0005,國立成功大學,720101,醫學系,D 日,B 學士,58,28,49,28,46,30,48,28,54,21,43,35,54,19,5,2,21 臺南市,1 一般
0005,國立成功大學,720102,臨床醫學研究所,D 日,D 博士,7,3,8,3,6,5,5,0,10,1,5,1,10,0,0,0,21 臺南市,1 一般
0005,國立成功大學,720102,臨床醫學研究所,D 日,M 碩士,7,9,1,13,1,2,1,2,0,0,0,0,0,0,0,0,21 臺南市,1 一般
0005,國立成功大學,720102,臨床醫學研究所,N 職,M 碩士,9,1,11,1,5,1,0,1,2,0,0,0,0,0,0,0,21 臺南市,1 一般
0005,國立成功大學,720107,分子醫學研究所,D 日,M 碩士,6,11,6,8,5,0,1,0,0,0,0,0,0,0,0,0,21 臺南市,1 一般
0005,國立成功大學,720109,生理學研究所,D 日,M 碩士,5,6,7,9,0,3,0,0,0,0,0,0,0,0,0,0,21 臺南市,1 一般
0005,國立成功大學,720115,細胞生物與解剖學研究所,D 日,M 碩士,2,8,1,6,3,3,1,1,0,0,0,0,0,0,0,0,21 臺南市,1 一般
0005,國立成功大學,720116,基礎醫學研究所,D 日,D 博士,7,13,15,6,4,9,12,7,9,8,16,9,6,3,0,0,21 臺南市,1 一般
0005,國立成功大學,720201,公共衛生研究所,D 日,D 博士,1,4,1,2,3,1,0,0,2,0,1,0,0,0,0,0,21 臺南市,1 一般
0005,國立成功大學,720201,公共衛生研究所,D 日,M 碩士,1,12,7,8,0,5,0,2,0,0,0,0,0,0,0,0,21 臺南市,1 一般
0005,國立成功大學,720201,醫學院公共衛生碩士在職專班,N 職,M 碩士,8,2,3,3,0,0,0,0,0,0,0,0,0,0,0,0,21 臺南市,1 一般
0005,國立成功大學,720216,環境醫學研究所,D 日,D 博士,3,1,3,1,2,1,3,0,2,0,0,0,2,3,0,0,21 臺南市,1 一般
0005,國立成功大學,720216,環境醫學研究所,D 日,M 碩士,11,14,4,21,7,5,0,2,0,0,0,0,0,0,0,0,21 臺南市,1 一般
0005,國立成功大學,720301,藥學系,D 日,B 學士,13,11,15,20,14,12,0,0,0,0,0,0,0,0,0,0,21 臺南市,1 一般
0005,國立成功大學,720305,藥理學研究所,D 日,M 碩士,8,11,7,11,0,1,0,0,0,0,0,0,0,0,0,0,21 臺南市,1 一般
0005,國立成功大學,720325,臨床藥學與藥物科技研究所,D 日,D 博士,2,2,3,3,0,0,1,1,2,2,1,3,0,1,0,0,21 臺南市,1 一般
0005,國立成功大學,720325,臨床藥學與藥物科技研究所,D 日,M 碩士,4,9,1,9,1,1,0,0,0,0,0,0,0,0,0,0,21 臺南市,1 一般
0005,國立成功大學,720401,物理治療學系,D 日,M 碩士,5,6,4,6,0,0,1,0,0,0,0,0,0,0,0,0,21 臺南市,1 一般
0005,國立成功大學,720401,物理治療學系,D 日,B 學士,13,18,12,19,12,18,10,24,0,0,0,0,0,0,8,6,21 臺南市,1 一般
0005,國立成功大學,720402,職能治療學系,D 日,M 碩士,1,7,2,6,1,3,1,0,0,0,0,0,0,0,0,0,21 臺南市,1 一般
0005,國立成功大學,720402,職能治療學系,D 日,B 學士,13,13,10,19,9,16,10,21,0,0,0,0,0,0,3,5,21 臺南市,1 一般
0005,國立成功大學,720601,護理學系,D 日,M 碩士,7,30,4,26,0,15,1,8,0,0,0,0,0,0,0,0,21 臺南市,1 一般
0005,國立成功大學,720601,護理學系,D 日,B 學士,10,31,8,26,8,20,8,25,0,0,0,0,0,0,4,6,21 臺南市,1 一般
0005,國立成功大學,720609,健康照護科學研究所,D 日,D 博士,2,9,2,8,3,9,3,11,4,6,1,4,1,4,0,0,21 臺南市,1 一般
0005,國立成功大學,720708,醫學檢驗生物技術學系,D 日,M 碩士,6,16,6,9,1,1,0,0,0,0,0,0,0,0,0,0,21 臺南市,1 一般
0005,國立成功大學,720708,醫學檢驗生物技術學系,D 日,B 學士,17,14,13,26,12,17,12,19,0,0,0,0,0,0,5,1,21 臺南市,1 一般
0005,國立成功大學,720714,醫學資訊研究所,D 日,M 碩士,10,5,8,3,3,1,2,0,0,0,0,0,0,0,0,0,21 臺南市,1 一般
0005,國立成功大學,720805,口腔醫學研究所,D 日,M 碩士,5,7,5,8,0,0,0,0,0,0,0,0,0,0,0,0,21 臺南市,1 一般
0005,國立成功大學,810515,體育健康與休閒研究所,D 日,M 碩士,7,7,13,3,4,2,1,1,0,0,0,0,0,0,0,0,21 臺南市,1 一般
0005,國立成功大學,810515,體育健康與休閒研究所－運動健康與休閒管理碩士在職專班,N 職,M 碩士,6,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21 臺南市,1 一般
0005,國立成功大學,840104,交通管理科學系,D 日,D 博士,1,1,3,0,1,1,0,0,1,0,1,1,1,0,0,0,21 臺南市,1 一般
0005,國立成功大學,840104,交通管理科學系,D 日,M 碩士,16,19,17,15,4,4,2,1,0,0,0,0,0,0,0,0,21 臺南市,1 一般
0005,國立成功大學,840104,交通管理科學系,D 日,B 學士,30,28,33,20,35,21,31,30,0,0,0,0,0,0,7,3,21 臺南市,1 一般
0005,國立成功大學,840104,交通管理科學系,N 職,M 碩士,8,12,11,12,9,6,4,4,0,0,0,0,0,0,0,0,21 臺南市,1 一般
